Node	NodeProbability
480	0.001953125
481	0.001953125
482	0.001953125
483	0.001953125
484	0.001953125
485	0.001953125
486	0.001953125
487	0.001953125
488	0.001953125
489	0.001953125
490	0.001953125
491	0.001953125
492	0.001953125
493	0.001953125
494	0.001953125
495	0.001953125
496	0.001953125
497	0.001953125
498	0.001953125
499	0.001953125
500	0.001953125
501	0.001953125
502	0.001953125
503	0.001953125
504	0.001953125
505	0.001953125
506	0.001953125
507	0.001953125
508	0.001953125
509	0.001953125
510	0.001953125
511	0.001953125
512	0.001953125
513	0.001953125
514	0.001953125
515	0.001953125
516	0.001953125
517	0.001953125
518	0.001953125
519	0.001953125
520	0.001953125
521	0.001953125
522	0.001953125
523	0.001953125
524	0.001953125
525	0.001953125
526	0.001953125
527	0.001953125
528	0.001953125
529	0.001953125
530	0.001953125
531	0.001953125
532	0.001953125
533	0.001953125
534	0.001953125
535	0.001953125
536	0.001953125
537	0.001953125
538	0.001953125
539	0.001953125
540	0.001953125
541	0.001953125
542	0.001953125
543	0.001953125
544	0.001953125
545	0.001953125
546	0.001953125
547	0.001953125
548	0.001953125
549	0.001953125
550	0.001953125
551	0.001953125
552	0.001953125
553	0.001953125
554	0.001953125
555	0.001953125
556	0.001953125
557	0.001953125
558	0.001953125
559	0.001953125
560	0.001953125
561	0.001953125
562	0.001953125
563	0.001953125
564	0.001953125
565	0.001953125
566	0.001953125
567	0.001953125
568	0.001953125
569	0.001953125
570	0.001953125
571	0.001953125
572	0.001953125
573	0.001953125
574	0.001953125
575	0.001953125
576	0.001953125
577	0.001953125
578	0.001953125
579	0.001953125
580	0.001953125
581	0.001953125
582	0.001953125
583	0.001953125
584	0.001953125
585	0.001953125
586	0.001953125
587	0.001953125
588	0.001953125
589	0.001953125
590	0.001953125
591	0.001953125
592	0.001953125
593	0.001953125
594	0.001953125
595	0.001953125
596	0.001953125
597	0.001953125
598	0.001953125
599	0.001953125
600	0.001953125
601	0.001953125
602	0.001953125
603	0.001953125
604	0.001953125
605	0.001953125
606	0.001953125
607	0.001953125
608	0.001953125
609	0.001953125
610	0.001953125
611	0.001953125
612	0.001953125
613	0.001953125
614	0.001953125
615	0.001953125
616	0.001953125
617	0.001953125
618	0.001953125
619	0.001953125
620	0.001953125
621	0.001953125
622	0.001953125
623	0.001953125
624	0.001953125
625	0.001953125
626	0.001953125
627	0.001953125
628	0.001953125
629	0.001953125
630	0.001953125
631	0.001953125
632	0.001953125
633	0.001953125
634	0.001953125
635	0.001953125
636	0.001953125
637	0.001953125
638	0.001953125
639	0.001953125
640	0.001953125
641	0.001953125
642	0.001953125
643	0.001953125
644	0.001953125
645	0.001953125
646	0.001953125
647	0.001953125
648	0.001953125
649	0.001953125
650	0.001953125
651	0.001953125
652	0.001953125
653	0.001953125
654	0.001953125
655	0.001953125
656	0.001953125
657	0.001953125
658	0.001953125
659	0.001953125
660	0.001953125
661	0.001953125
662	0.001953125
663	0.001953125
664	0.001953125
665	0.001953125
666	0.001953125
667	0.001953125
668	0.001953125
669	0.001953125
670	0.001953125
671	0.001953125
672	0.001953125
673	0.001953125
674	0.001953125
675	0.001953125
676	0.001953125
677	0.001953125
678	0.001953125
679	0.001953125
680	0.001953125
681	0.001953125
682	0.001953125
683	0.0009765625
684	0.0009765625
685	0.0009765625
686	0.0009765625
687	0.0009765625
688	0.0009765625
689	0.0009765625
690	0.0009765625
691	0.0009765625
692	0.0009765625
693	0.0009765625
694	0.0009765625
695	0.0009765625
696	0.0009765625
697	0.0009765625
698	0.0009765625
699	0.0009765625
700	0.0009765625
701	0.0009765625
702	0.0009765625
703	0.0009765625
704	0.0009765625
705	0.0009765625
706	0.0009765625
707	0.0009765625
708	0.0009765625
709	0.0009765625
710	0.0009765625
711	0.0009765625
712	0.0009765625
713	0.0009765625
714	0.0009765625
715	0.0009765625
716	0.0009765625
717	0.0009765625
718	0.0009765625
719	0.0009765625
720	0.0009765625
721	0.0009765625
722	0.0009765625
723	0.0009765625
724	0.0009765625
725	0.0009765625
726	0.0009765625
727	0.0009765625
728	0.0009765625
729	0.0009765625
730	0.0009765625
731	0.0009765625
732	0.0009765625
733	0.0009765625
734	0.0009765625
735	0.0009765625
736	0.0009765625
737	0.0009765625
738	0.0009765625
739	0.0009765625
740	0.0009765625
741	0.0009765625
742	0.0009765625
743	0.0009765625
744	0.0009765625
745	0.0009765625
746	0.0009765625
747	0.0009765625
748	0.0009765625
749	0.0009765625
750	0.0009765625
751	0.0009765625
752	0.0009765625
753	0.0009765625
754	0.0009765625
755	0.0009765625
756	0.0009765625
757	0.0009765625
758	0.0009765625
759	0.0009765625
760	0.0009765625
761	0.0009765625
762	0.0009765625
763	0.0009765625
764	0.0009765625
765	0.0009765625
766	0.0009765625
767	0.0009765625
768	0.0009765625
769	0.0009765625
770	0.0009765625
771	0.0009765625
772	0.0009765625
773	0.0009765625
774	0.0009765625
775	0.0009765625
776	0.0009765625
777	0.0009765625
778	0.0009765625
779	0.0009765625
780	0.0009765625
781	0.0009765625
782	0.0009765625
783	0.0009765625
784	0.0009765625
785	0.0009765625
786	0.0009765625
787	0.0009765625
788	0.0009765625
789	0.0009765625
790	0.0009765625
791	0.0009765625
792	0.0009765625
793	0.0009765625
794	0.0009765625
795	0.0009765625
796	0.0009765625
797	0.0009765625
798	0.0009765625
799	0.0009765625
800	0.0009765625
801	0.0009765625
802	0.0009765625
803	0.0009765625
804	0.0009765625
805	0.0009765625
806	0.0009765625
807	0.0009765625
808	0.0009765625
809	0.0009765625
810	0.0009765625
811	0.0009765625
812	0.0009765625
813	0.0009765625
814	0.0009765625
815	0.0009765625
816	0.0009765625
817	0.0009765625
818	0.0009765625
819	0.0009765625
820	0.0009765625
821	0.0009765625
822	0.0009765625
823	0.0009765625
824	0.0009765625
825	0.0009765625
826	0.0009765625
827	0.0009765625
828	0.0009765625
829	0.0009765625
830	0.0009765625
831	0.0009765625
832	0.0009765625
833	0.0009765625
834	0.0009765625
835	0.0009765625
836	0.0009765625
837	0.0009765625
838	0.0009765625
839	0.0009765625
840	0.0009765625
841	0.0009765625
842	0.0009765625
843	0.0009765625
844	0.0009765625
845	0.0009765625
846	0.0009765625
847	0.0009765625
848	0.0009765625
849	0.0009765625
850	0.0009765625
851	0.0009765625
852	0.0009765625
853	0.0009765625
854	0.0009765625
855	0.0009765625
856	0.0009765625
857	0.0009765625
858	0.0009765625
859	0.0009765625
860	0.0009765625
861	0.0009765625
862	0.0009765625
863	0.0009765625
864	0.0009765625
865	0.0009765625
866	0.0009765625
867	0.0009765625
868	0.0009765625
869	0.0009765625
870	0.0009765625
871	0.0009765625
872	0.0009765625
873	0.0009765625
874	0.0009765625
875	0.0009765625
876	0.0009765625
877	0.0009765625
878	0.0009765625
879	0.0009765625
880	0.0009765625
881	0.0009765625
882	0.0009765625
883	0.0009765625
884	0.0009765625
885	0.0009765625
886	0.0009765625
887	0.0009765625
888	0.0009765625
889	0.0009765625
890	0.0009765625
891	0.0009765625
892	0.0009765625
893	0.0009765625
894	0.0009765625
895	0.0009765625
896	0.0009765625
897	0.0009765625
898	0.0009765625
899	0.0009765625
900	0.0009765625
901	0.0009765625
902	0.0009765625
903	0.0009765625
904	0.0009765625
905	0.0009765625
906	0.0009765625
907	0.0009765625
908	0.0009765625
909	0.0009765625
910	0.0009765625
911	0.0009765625
912	0.0009765625
913	0.0009765625
914	0.0009765625
915	0.0009765625
916	0.0009765625
917	0.0009765625
918	0.0009765625
919	0.0009765625
920	0.0009765625
921	0.0009765625
922	0.0009765625
923	0.0009765625
924	0.0009765625
925	0.0009765625
926	0.0009765625
927	0.0009765625
928	0.0009765625
929	0.0009765625
930	0.0009765625
931	0.0009765625
932	0.0009765625
933	0.0009765625
934	0.0009765625
935	0.0009765625
936	0.0009765625
937	0.0009765625
938	0.0009765625
939	0.0009765625
940	0.0009765625
941	0.0009765625
942	0.0009765625
943	0.0009765625
944	0.0009765625
945	0.0009765625
946	0.0009765625
947	0.0009765625
948	0.0009765625
949	0.0009765625
950	0.0009765625
951	0.0009765625
952	0.0009765625
953	0.0009765625
954	0.0009765625
955	0.0009765625
956	0.0009765625
957	0.0009765625
958	0.0009765625
959	0.0009765625
960	0.0009765625
961	0.0009765625
962	0.0009765625
963	0.0009765625
964	0.0009765625
965	0.0009765625
966	0.0009765625
967	0.0009765625
968	0.0009765625
969	0.0009765625
970	0.0009765625
971	0.0009765625
972	0.0009765625
973	0.0009765625
974	0.0009765625
975	0.0009765625
976	0.0009765625
977	0.0009765625
978	0.0009765625
979	0.0009765625
980	0.0009765625
981	0.0009765625
982	0.0009765625
983	0.0009765625
984	0.0009765625
985	0.0009765625
986	0.0009765625
987	0.0009765625
988	0.0009765625
989	0.0009765625
990	0.0009765625
991	0.0009765625
992	0.0009765625
993	0.0009765625
994	0.0009765625
995	0.0009765625
996	0.0009765625
997	0.0009765625
998	0.0009765625
999	0.0009765625
1000	0.0009765625
1001	0.0009765625
1002	0.0009765625
1003	0.0009765625
1004	0.0009765625
1005	0.0009765625
1006	0.0009765625
1007	0.0009765625
1008	0.0009765625
1009	0.0009765625
1010	0.0009765625
1011	0.0009765625
1012	0.0009765625
1013	0.0009765625
1014	0.0009765625
1015	0.0009765625
1016	0.0009765625
1017	0.0009765625
1018	0.0009765625
1019	0.0009765625
1020	0.0009765625
1021	0.0009765625
1022	0.0009765625
1023	0.0009765625
1024	0.0009765625
1025	0.0009765625
1026	0.0009765625
1027	0.0009765625
1028	0.0009765625
1029	0.0009765625
1030	0.0009765625
1031	0.0009765625
1032	0.0009765625
1033	0.0009765625
1034	0.0009765625
1035	0.0009765625
1036	0.0009765625
1037	0.0009765625
1038	0.0009765625
1039	0.0009765625
1040	0.0009765625
1041	0.0009765625
1042	0.0009765625
1043	0.0009765625
1044	0.0009765625
1045	0.0009765625
1046	0.0009765625
1047	0.0009765625
1048	0.0009765625
1049	0.0009765625
1050	0.0009765625
1051	0.0009765625
1052	0.0009765625
1053	0.0009765625
1054	0.0009765625
1055	0.0009765625
1056	0.0009765625
1057	0.0009765625
1058	0.0009765625
1059	0.0009765625
1060	0.0009765625
1061	0.0009765625
1062	0.0009765625
1063	0.0009765625
1064	0.0009765625
1065	0.0009765625
1066	0.0009765625
1067	0.0009765625
1068	0.0009765625
1069	0.0009765625
1070	0.0009765625
1071	0.0009765625
1072	0.0009765625
1073	0.0009765625
1074	0.0009765625
1075	0.0009765625
1076	0.0009765625
1077	0.0009765625
1078	0.0009765625
1079	0.0009765625
1080	0.0009765625
1081	0.0009765625
1082	0.0009765625
1083	0.0009765625
1084	0.0009765625
1085	0.0009765625
1086	0.0009765625
1087	0.0009765625
1088	0.0009765625
1089	0.0009765625
1090	0.0009765625
1091	0.0009765625
1092	0.0009765625
1093	0.0009765625
1094	0.0009765625
1095	0.0009765625
1096	0.0009765625
1097	0.0009765625
1098	0.0009765625
1099	0.0009765625
1100	0.0009765625
1101	0.0009765625
1102	0.0009765625
1103	0.0009765625
1104	0.0009765625
1105	0.0009765625
1106	0.0009765625
1107	0.0009765625
1108	0.0009765625
1109	0.0009765625
1110	0.0009765625
1111	0.0009765625
1112	0.0009765625
1113	0.0009765625
1114	0.0009765625
1115	0.0009765625
1116	0.0009765625
1117	0.0009765625
1118	0.0009765625
1119	0.0009765625
1120	0.0009765625
1121	0.0009765625
1122	0.0009765625
1123	0.0009765625
1124	0.0009765625
1125	0.0009765625
1126	0.0009765625
1127	0.0009765625
1128	0.0009765625
1129	0.0009765625
1130	0.0009765625
1131	0.0009765625
1132	0.0009765625
1133	0.0009765625
1134	0.0009765625
1135	0.0009765625
1136	0.0009765625
1137	0.0009765625
1138	0.0009765625
1139	0.0009765625
1140	0.0009765625
1141	0.0009765625
1142	0.0009765625
1143	0.0009765625
1144	0.0009765625
1145	0.0009765625
1146	0.0009765625
1147	0.0009765625
1148	0.0009765625
1149	0.0009765625
1150	0.0009765625
1151	0.0009765625
1152	0.0009765625
1153	0.0009765625
1154	0.0009765625
1155	0.0009765625
1156	0.0009765625
1157	0.0009765625
1158	0.0009765625
1159	0.0009765625
1160	0.0009765625
1161	0.0009765625
1162	0.0009765625
1163	0.0009765625
1164	0.0009765625
1165	0.0009765625
1166	0.0009765625
1167	0.0009765625
1168	0.0009765625
1169	0.0009765625
1170	0.0009765625
1171	0.0009765625
1172	0.0009765625
1173	0.0009765625
1174	0.0009765625
1175	0.0009765625
1176	0.0009765625
1177	0.0009765625
1178	0.0009765625
1179	0.0009765625
1180	0.0009765625
1181	0.0009765625
1182	0.0009765625
1183	0.0009765625
1184	0.0009765625
1185	0.0009765625
1186	0.0009765625
1187	0.0009765625
1188	0.0009765625
1189	0.0009765625
1190	0.0009765625
1191	0.0009765625
1192	0.0009765625
1193	0.0009765625
1194	0.0009765625
1195	0.0009765625
1196	0.0009765625
1197	0.0009765625
1198	0.0009765625
1199	0.0009765625
1200	0.0009765625
1201	0.0009765625
1202	0.0009765625
1203	0.0009765625
1204	0.0009765625
1205	0.0009765625
1206	0.0009765625
1207	0.0009765625
1208	0.0009765625
1209	0.0009765625
1210	0.0009765625
1211	0.0009765625
1212	0.0009765625
1213	0.0009765625
1214	0.0009765625
1215	0.0009765625
1216	0.0009765625
1217	0.0009765625
1218	0.0009765625
1219	0.0009765625
1220	0.0009765625
1221	0.0009765625
1222	0.0009765625
1223	0.0009765625
1224	0.0009765625
1225	0.0009765625
1226	0.0009765625
1227	0.0009765625
1228	0.0009765625
1229	0.0009765625
1230	0.0009765625
1231	0.0009765625
1232	0.0009765625
1233	0.0009765625
1234	0.0009765625
1235	0.0009765625
1236	0.0009765625
1237	0.0009765625
1238	0.0009765625
1239	0.0009765625
1240	0.0009765625
1241	0.0009765625
1242	0.0009765625
1243	0.0009765625
1244	0.0009765625
1245	0.0009765625
1246	0.0009765625
1247	0.0009765625
1248	0.0009765625
1249	0.0009765625
1250	0.0009765625
1251	0.0009765625
1252	0.0009765625
1253	0.0009765625
1254	0.0009765625
1255	0.0009765625
1256	0.0009765625
1257	0.0009765625
1258	0.0009765625
1259	0.0009765625
1260	0.0009765625
1261	0.0009765625
1262	0.0009765625
1263	0.0009765625
1264	0.0009765625
1265	0.0009765625
1266	0.0009765625
1267	0.0009765625
1268	0.0009765625
1269	0.0009765625
1270	0.0009765625
1271	0.0009765625
1272	0.0009765625
1273	0.0009765625
1274	0.0009765625
1275	0.0009765625
1276	0.0009765625
1277	0.0009765625
1278	0.0009765625
1279	0.0009765625
1280	0.0009765625
1281	0.0009765625
1282	0.0009765625
1283	0.0009765625
1284	0.0009765625
1285	0.0009765625
1286	0.0009765625
1287	0.0009765625
1288	0.0009765625
1289	0.0009765625
1290	0.0009765625
1291	0.0009765625
1292	0.0009765625
1293	0.0009765625
1294	0.0009765625
1295	0.0009765625
1296	0.0009765625
1297	0.0009765625
1298	0.0009765625
1299	0.0009765625
1300	0.0009765625
1301	0.0009765625
1302	0.0009765625
1303	0.0009765625
1304	0.0009765625
1305	0.0009765625
1306	0.0009765625
1307	0.0009765625
1308	0.0009765625
1309	0.0009765625
1310	0.0009765625
1311	0.0009765625
1312	0.0009765625
1313	0.0009765625
1314	0.0009765625
1315	0.0009765625
1316	0.0009765625
1317	0.0009765625
1318	0.0009765625
1319	0.0009765625
1320	0.0009765625
1321	0.0009765625
1322	0.0009765625
1323	0.0009765625
1324	0.0009765625
1325	0.0009765625
1326	0.0009765625
1327	0.0009765625
1328	0.0009765625
1329	0.0009765625
1330	0.0009765625
1331	0.0009765625
1332	0.0009765625
1333	0.0009765625
1334	0.0009765625
1335	0.0009765625
1336	0.0009765625
1337	0.0009765625
1338	0.0009765625
1339	0.0009765625
1340	0.0009765625
1341	0.0009765625
1342	0.0009765625
1343	0.0009765625
1344	0.0009765625
1345	0.0009765625
1346	0.0009765625
1347	0.0009765625
1348	0.0009765625
1349	0.0009765625
1350	0.0009765625
1351	0.0009765625
1352	0.0009765625
1353	0.0009765625
1354	0.0009765625
1355	0.0009765625
1356	0.0009765625
1357	0.0009765625
1358	0.0009765625
1359	0.0009765625
1360	0.0009765625
1361	0.0009765625
1362	0.0009765625
1363	0.0009765625
1364	0.0009765625
1365	0.0009765625
1366	0.0009765625
1367	0.0009765625
1368	0.0009765625
1369	0.0009765625
1370	0.0009765625
1371	0.0009765625
1372	0.0009765625
1373	0.0009765625
1374	0.0009765625
1375	0.0009765625
1376	0.0009765625
1377	0.0009765625
1378	0.0009765625
1379	0.0009765625
1380	0.0009765625
1381	0.0009765625
1382	0.0009765625
1383	0.0009765625
1384	0.0009765625
1385	0.0009765625
1386	0.0009765625
1387	0.0009765625
1388	0.0009765625
1389	0.0009765625
1390	0.0009765625
1391	0.0009765625
1392	0.0009765625
1393	0.0009765625
1394	0.0009765625
1395	0.0009765625
1396	0.0009765625
1397	0.0009765625
1398	0.0009765625
1399	0.0009765625
1400	0.0009765625
1401	0.0009765625
1402	0.0009765625
1403	0.0009765625
1404	0.0009765625
1405	0.0009765625
1406	0.0009765625
1407	0.0009765625
1408	0.0009765625
1409	0.0009765625
1410	0.0009765625
1411	0.0009765625
1412	0.0009765625
1413	0.0009765625
1414	0.0009765625
1415	0.0009765625
1416	0.0009765625
1417	0.0009765625
1418	0.0009765625
1419	0.0009765625
1420	0.0009765625
1421	0.0009765625
1422	0.0009765625
1423	0.0009765625
1424	0.0009765625
1425	0.0009765625
1426	0.0009765625
1427	0.0009765625
1428	0.0009765625
1429	0.0009765625
1430	0.0009765625
1431	0.0009765625
1432	0.0009765625
1433	0.0009765625
1434	0.0009765625
1435	0.0009765625
1436	0.0009765625
1437	0.0009765625
1438	0.0009765625
1439	0.0009765625
1440	0.0009765625
1441	0.0009765625
1442	0.0009765625
1443	0.0009765625
1444	0.0009765625
1445	0.0009765625
1446	0.0009765625
1447	0.0009765625
1448	0.0009765625
1449	0.0009765625
1450	0.0009765625
1451	0.0009765625
1452	0.0009765625
1453	0.0009765625
1454	0.0009765625
1455	0.0009765625
1456	0.0009765625
1457	0.0009765625
1458	0.0009765625
1459	0.0009765625
1460	0.0009765625
1461	0.0009765625
1462	0.0009765625
1463	0.0009765625
1464	0.0009765625
1465	0.0009765625
1466	0.0009765625
1467	0.0009765625
1468	0.0009765625
1469	0.0009765625
1470	0.0009765625
1471	0.0009765625
1472	0.0009765625
1473	0.0009765625
1474	0.0009765625
1475	0.0009765625
1476	0.0009765625
1477	0.0009765625
1478	0.0009765625
1479	0.0009765625
1480	0.0009765625
1481	0.0009765625
1482	0.0009765625
1483	0.0009765625
1484	0.0009765625
1485	0.0009765625
1486	0.0009765625
1487	0.0009765625
1488	0.0009765625
1489	0.0009765625
1490	0.0009765625
1491	0.0009765625
1492	0.0009765625
1493	0.0009765625
1494	0.0009765625
1495	0.0009765625
1496	0.0009765625
1497	0.0009765625
1498	0.0009765625
1499	0.0009765625
1500	0.0009765625
1501	0.0009765625
1502	0.0009765625
1503	0.0009765625
1504	0.0009765625
1505	0.0009765625
1506	0.0009765625
1507	0.0009765625
1508	0.0009765625
1509	0.0009765625
1510	0.0009765625
1511	0.0009765625
1512	0.0009765625
1513	0.0009765625
1514	0.0009765625
1515	0.0009765625
1516	0.0009765625
1517	0.0009765625
1518	0.0009765625
1519	0.0009765625
1520	0.0009765625
1521	0.0009765625
1522	0.0009765625
1523	0.0009765625
1524	0.0009765625
1525	0.0009765625
1526	0.0009765625
1527	0.0009765625
1528	0.0009765625
1529	0.0009765625
1530	0.0009765625
1531	0.0009765625
1532	0.0009765625
1533	0.0009765625
1534	0.0009765625
1535	0.0009765625
1536	0.0009765625
1537	0.0009765625
1538	0.0009765625
1539	0.0009765625
1540	0.0009765625
1541	0.0009765625
1542	0.0009765625
1543	0.0009765625
1544	0.0009765625
1545	0.0009765625
1546	0.0009765625
1547	0.0009765625
1548	0.0009765625
1549	0.0009765625
1550	0.0009765625
1551	0.0009765625
1552	0.0009765625
1553	0.0009765625
1554	0.0009765625
1555	0.0009765625
1556	0.0009765625
1557	0.0009765625
1558	0.0009765625
1559	0.0009765625
1560	0.0009765625
1561	0.0009765625
1562	0.0009765625
1563	0.0009765625
1564	0.0009765625
1565	0.0009765625
1566	0.0009765625
1567	0.0009765625
1568	0.0009765625
1569	0.0009765625
1570	0.0009765625
1571	0.0009765625
